,Song,Artist,Year,Genre,Length,Count,C_month,C_week,Decade
843,female,tense,1986,pop,3.839413845751524,131,21,10,80s
844,keen,tense,1994,pop,3.0689091188215087,33,11,2,90s
845,careful,tense,2014,pop,3.4980037660303727,4,2,0,10s
846,slippery,tense,1993,pop,3.0502688797198214,6,3,1,90s
847,long,tense,2013,pop,3.4531078307757643,30,15,3,10s
848,stitch,end,2000,rock,3.2048402048415734,3,1,0,00s
849,heady,wealthy,2009,rock,2.870569530557272,33,11,3,00s
850,majestic,wealthy,1998,rock,3.704646247289816,63,21,5,90s
851,wrist,hospital,2016,pop,3.7853755378931706,28,2,2,10s
852,window,raspy,1982,pop,3.64012374522808,28,14,14,80s
853,repulsive,raspy,2018,pop,3.596850412308464,18,2,0,10s
854,moldy,raspy,2002,pop,2.8956748383964523,29,2,1,00s
855,search,boiling,1991,pop,3.1832080288206317,34,34,34,90s
856,royal,quiet,2000,pop,3.241474396765821,28,7,7,00s
857,tease,excuse,2004,pop,3.852591035924582,65,16,16,00s
858,coast,excuse,2000,pop,3.641940923623453,31,31,0,00s
859,arch,excuse,1991,pop,3.886631237160046,41,13,1,90s
860,resonant,excuse,1983,pop,2.990930315301295,6,2,0,80s
861,pot,excuse,1982,pop,3.8952644104797214,24,4,1,80s
862,lumber,excuse,2009,pop,3.740844063315128,23,1,0,00s
863,place,excuse,1994,pop,3.1373514499217845,8,1,0,90s
864,well-groomed,excuse,2017,pop,3.946557232669897,18,6,2,10s
865,cows,tremble,2019,hip hop,3.6992536476805657,13,6,0,10s
866,well-made,electric,2004,pop,3.0349400816448138,20,0,0,00s
867,spotted,electric,1978,pop,3.1214148449220835,22,11,3,70s
868,place,electric,2012,pop,3.5837714107007947,16,8,4,10s
869,plastic,electric,2002,pop,2.944775730711802,19,9,0,00s
870,avoid,electric,2020,pop,3.659882164914108,47,47,15,20s
871,clumsy,electric,2020,pop,3.819039455417761,29,3,3,20s
872,thread,electric,2000,pop,4.043056528089251,5,5,5,00s
873,learn,electric,2004,pop,3.1060564550225878,11,11,11,00s
874,royal,electric,2020,pop,2.898872020690901,7,2,0,20s
875,tiny,electric,2021,pop,3.5341009414065443,29,5,1,20s
876,well-made,electric,2019,pop,3.678829138503896,27,9,1,10s
877,sable,view,2023,hip hop,3.6043293144632287,14,4,4,20s
878,grotesque,view,2008,hip hop,3.004671412794933,20,10,5,00s
879,untidy,interest,1999,pop,2.94397053735184,23,23,23,90s
880,ring,interest,2006,pop,3.997922990653864,10,3,0,00s
881,achiever,interest,2022,pop,4.042423019123244,175,43,43,20s
882,gaudy,interest,2002,pop,3.270060597623805,11,1,0,00s
883,staking,interest,1986,pop,3.2863346390722765,31,31,31,80s
884,enjoy,interest,2006,pop,3.300810158326474,32,10,3,00s
885,defiant,interest,1990,pop,3.3635010741380778,14,14,7,90s
886,elated,interest,2019,pop,3.356903181611246,57,57,57,10s
887,well-off,dramatic,2015,pop,3.390388360194941,24,12,0,10s
888,greedy,dramatic,2012,pop,3.5188567902647705,17,5,2,10s
889,unite,dramatic,2018,pop,3.025062147889818,9,3,1,10s
890,overt,rainstorm,2009,folk,3.6854427889898544,17,17,8,00s
891,rule,rainstorm,1993,folk,3.3791023675278544,1,1,0,90s
892,afraid,stroke,2006,pop,3.2739352850838257,34,11,11,00s
893,evasive,peck,2003,pop,4.039984045861906,8,4,2,00s
894,scrub,hypnotic,2012,pop,3.6631770560557206,11,11,5,10s
895,hysterical,hypnotic,2019,pop,3.1699511184305806,15,1,1,10s
896,rain,hypnotic,2017,pop,3.852423366578266,12,4,0,10s
897,truthful,hypnotic,1993,pop,2.874285752738448,21,4,2,90s
898,responsible,hypnotic,2000,pop,3.5920815290342203,22,11,5,00s
899,receptive,hypnotic,2002,pop,2.9742452739332643,18,4,1,00s
900,volcano,hypnotic,1997,pop,3.666608894827264,26,6,0,90s
901,fine,hypnotic,1980,pop,3.6839125813409743,18,4,2,80s
902,deceive,hypnotic,2018,pop,3.77353731700048,13,4,2,10s
903,blue,hypnotic,2022,pop,3.0601930744351757,9,1,0,20s
904,marry,hypnotic,2017,pop,3.0201585662062325,18,9,1,10s
905,bottle,energetic,2002,folk,3.2414424802752877,149,149,149,00s
906,crown,energetic,2015,folk,3.339648976696348,29,1,0,10s
907,gun,energetic,2002,folk,6.175543110389107,61,61,30,00s
908,momentous,energetic,2013,folk,5.159448159868387,5,1,0,10s
909,stocking,energetic,2013,folk,4.777659829024939,13,6,6,10s
910,barbarous,energetic,2009,folk,4.934102544847272,29,14,14,00s
911,bury,energetic,2012,folk,6.127322973912662,37,6,6,10s
912,breezy,energetic,2001,folk,5.171767713858642,1,1,0,00s
913,squeal,polite,2001,pop,4.604075276461643,13,6,6,00s
914,accidental,polite,2023,pop,4.995997126842727,16,5,5,20s
915,valuable,polite,1995,pop,5.53785230561088,13,6,6,90s
916,steady,polite,1972,pop,5.60722539159102,4,4,2,70s
917,whine,polite,2013,pop,5.324788878014713,125,62,20,10s
918,whistle,receive,2019,pop,5.391175411270654,20,10,10,10s
919,land,receive,1991,pop,5.467699173398838,24,1,1,90s
920,lumpy,receive,2009,pop,6.281850932244619,32,10,10,00s
921,nondescript,receive,1974,pop,5.3831181098047525,20,1,0,70s
922,frogs,receive,2001,pop,5.140385345807475,13,4,1,00s
923,delight,dolls,2013,pop,5.11547505878935,4,2,0,10s
924,embarrass,dolls,2020,pop,5.750024948582805,31,15,7,20s
925,befitting,icy,2001,pop,6.0060182383190925,16,16,5,00s
926,jealous,icy,1997,pop,6.369687101082918,165,165,55,90s
927,invincible,icy,2011,pop,5.256661507314788,52,26,6,10s
928,group,icy,2014,pop,6.131059688017535,30,15,3,10s
929,frame,icy,2007,pop,6.019440231164076,17,1,1,00s
930,skinny,exercise,1996,pop,4.377452324035371,4,2,2,90s
931,animal,exercise,2016,pop,6.230224104457588,21,10,10,10s
932,story,exercise,2000,pop,5.79449253387247,108,54,27,00s
933,foolish,exercise,1994,pop,3.997362553756279,155,25,0,90s
934,finicky,exercise,2010,pop,4.73726987307386,5,0,0,10s
935,reading,exercise,2019,pop,4.810293738110847,25,3,1,10s
936,beef,exercise,2023,pop,4.004467482678832,22,11,3,20s
937,robin,exercise,2018,pop,6.245543560022346,56,0,0,10s
938,cheerful,exercise,1987,pop,6.160846148670103,26,6,1,80s
939,clear,exercise,2014,pop,4.253349317737984,8,4,4,10s
940,selective,exercise,2019,pop,5.331917331300575,33,11,2,10s
941,sparkling,exercise,2019,pop,6.001955767902332,8,1,0,10s
942,lamentable,exercise,2021,pop,5.559812001111121,9,4,4,20s
943,system,exercise,2021,pop,5.144193248531337,14,4,0,20s
944,smooth,exercise,2003,pop,5.387051779160567,18,9,9,00s
945,black,exercise,2014,pop,6.255777372834821,5,5,1,10s
946,escape,exercise,2012,pop,4.740469014679451,14,4,0,10s
947,anxious,exercise,1975,pop,4.25775542709387,33,33,0,70s
948,mist,exercise,2006,pop,4.623210033371663,22,1,0,00s
949,hypnotic,exercise,2022,pop,5.72644062772742,33,33,5,20s
950,aloof,exercise,2015,pop,4.5954456428471255,34,17,17,10s
951,five,exercise,2001,pop,5.162004026630095,9,3,1,00s
952,skin,exercise,2010,pop,5.028163740653907,20,6,2,10s
953,medical,exercise,1994,pop,5.830150008958018,8,8,8,90s
954,natural,exercise,2013,pop,5.801671821709459,4,4,1,10s
955,island,exercise,2016,pop,6.25836321339699,25,1,0,10s
956,holiday,exercise,2019,pop,5.17857596044813,15,7,0,10s
957,haircut,exercise,2014,pop,5.383861568956791,27,9,4,10s
958,bag,summer,2002,rock,4.891965455896376,2,0,0,00s
959,hair,summer,2004,rock,4.064992516140623,67,67,67,00s
960,bike,store,2016,pop,4.968258809219403,66,3,3,10s
961,crowded,vigorous,2020,rock,5.720157336052904,32,10,5,20s
962,greasy,vigorous,2018,rock,5.721294479921558,34,34,11,10s
963,smile,vigorous,2008,rock,6.303174104497465,26,3,1,00s
964,piquant,vigorous,2017,rock,5.443978122212226,22,1,0,10s
965,weight,vigorous,2002,rock,6.327332098576173,8,8,0,00s
966,stew,vigorous,2009,rock,6.162096721408522,9,9,4,00s
967,pop,vigorous,2020,rock,4.497814056600882,22,11,3,20s
968,enchanted,vigorous,2017,rock,6.095436715685433,30,10,0,10s
969,swing,vigorous,1995,rock,5.345613130508819,12,1,1,90s
970,sock,vigorous,2004,rock,5.683205875010442,60,20,20,00s
971,pastoral,vigorous,2020,rock,4.6831544000329375,27,27,9,20s
972,grass,tramp,2005,hip hop,4.750362661484364,45,15,7,00s
973,frail,tramp,2015,hip hop,6.375822188737694,27,9,4,10s
974,colour,squeamish,2022,hip hop,4.5996490853678615,119,29,29,20s
975,equal,squeamish,2021,hip hop,6.4590508539646105,33,11,3,20s
976,chubby,squeamish,2008,hip hop,5.669117616544124,21,21,0,00s
977,seat,squeamish,2016,hip hop,5.085681843166364,57,19,19,10s
978,understood,squeamish,2002,hip hop,6.183775654783638,23,11,11,00s
979,testy,practice,2005,rock,6.433695583494751,21,21,7,00s
980,late,trite,2015,rock,5.562989786204092,25,8,2,10s
981,suggestion,rich,2008,pop,4.566574130881088,9,1,0,00s
982,half,enchanted,2021,pop,4.0696573783920345,30,10,5,20s
983,reduce,enchanted,2017,pop,4.177346361673817,29,29,29,10s
984,interesting,enchanted,2017,pop,5.238936871036319,18,6,6,10s
985,sweet,enchanted,2007,pop,4.251917657103407,53,17,5,00s
986,rinse,enchanted,2010,pop,6.319123691658145,12,4,1,10s
987,measly,alike,1974,rock,5.8622207679000855,21,10,10,70s
988,nut,flag,2014,pop,4.084386986267965,27,9,9,10s
989,spill,flag,1995,pop,5.780600884471344,18,18,18,90s
990,guarded,dust,2010,hip hop,6.129301087256261,22,5,0,10s
991,miscreant,dust,1998,hip hop,4.498853884544388,4,1,0,90s
992,peep,large,2022,pop,5.188469053552078,49,49,24,20s
993,boy,large,1988,pop,5.466735345082379,13,4,1,80s
994,cheerful,skip,2009,hip hop,6.457441800217074,10,10,0,00s
995,peace,troubled,2001,hip hop,5.499025649857531,41,41,20,00s
996,dynamic,frequent,2001,folk,4.408498701675071,18,18,18,00s
997,oatmeal,frequent,2013,folk,4.492926392201681,13,6,3,10s
998,mountain,frequent,2004,folk,5.352373116356995,21,3,3,00s
999,wail,frequent,2020,folk,5.016114868278223,34,34,34,20s
1000,bored,frequent,2001,folk,6.105910874617395,24,4,1,00s
1001,advice,frequent,2015,folk,4.151999722964931,19,6,3,10s
1002,detailed,frequent,2022,folk,4.458321496489935,18,4,2,20s
1003,treatment,frequent,2010,folk,4.91428629400477,31,31,3,10s
1004,soft,hammer,2011,pop,5.052311001692914,33,33,4,10s
1005,energetic,hammer,2015,pop,3.952217133707572,106,15,3,10s
1006,burly,hammer,2001,pop,4.48075496257752,22,22,11,00s
1007,zesty,hammer,2016,pop,9.468747505823815,13,6,2,10s
1008,glass,hammer,1991,pop,8.999177863027374,31,15,7,90s
1009,medical,hammer,2020,pop,6.707617816050325,6,3,1,20s
1010,beef,hammer,2003,pop,6.739186473318084,97,19,2,00s
1011,direful,hammer,2006,pop,7.216586985434152,56,14,14,00s
1012,omniscient,switch,2011,pop,7.600156710757844,25,25,12,10s
1013,quarter,instrument,2006,hip hop,9.327123315631727,21,7,3,00s
1014,color,mushy,2021,pop,7.977975191516822,32,10,10,20s
1015,reward,abiding,2018,hip hop,8.20318957181041,25,12,12,10s
1016,history,abiding,2009,hip hop,7.419249069843665,10,1,0,00s
1017,silky,abiding,2007,hip hop,9.34770003727283,38,38,12,00s
1018,zinc,abiding,2018,hip hop,17.702997577087253,64,7,7,10s
1019,limit,abiding,2012,hip hop,15.29572895684229,12,12,6,10s
1020,handle,unequal,1996,rock,13.607557095152073,6,2,0,90s
